weight,height,sex,exercise,fruit_per_day,vege_per_day
168,64,Female,No,1,0
170,68,Female,Yes,2,1
160,68,Female,Yes,1,1
205,73,Male,Yes,2,2
140,63,Female,Yes,3,1
200,67,Female,No,2,2
150,64,Female,Yes,1,2
210,78,Male,No,0,0
160,63,Female,Yes,2,1
208,63,Female,No,3,2
205,68,Male,Yes,0,0
220,66,Female,No,2,1
176,77,Male,Yes,0,0
180,67,Male,Yes,1,1
180,60,Female,No,0,0
215,69,Male,Yes,0,0
200,67,Male,Yes,1,1
165,69,Male,Yes,2,1
175,69,Male,Yes,1,1
215,72,Male,Yes,3,3
190,67,Female,No,5,2
159,65,Female,No,3,1
115,64,Female,No,2,1
200,73,Male,Yes,0,0
145,64,Female,No,0,0
156,59,Female,Yes,1,1
110,60,Female,Yes,3,1
126,64,Female,Yes,1,1
140,65,Female,Yes,2,1
140,59,Female,Yes,1,0
160,68,Male,Yes,1,1
100,64,Female,No,1,0
104,62,Female,Yes,3,2
135,72,Male,Yes,0,0
150,72,Male,Yes,2,2
120,69,Female,Yes,1,1
230,70,Male,Yes,1,1
200,63,Female,No,1,1
172,66,Male,Yes,3,2
133,65,Female,Yes,1,3
180,66,Female,No,2,2
185,67,Female,No,2,1
150,65,Female,Yes,4,0
100,60,Female,Yes,2,2
205,64,Female,Yes,5,2
130,67,Male,Yes,1,1
180,67,Female,No,1,0
162,65,Female,Yes,2,2
220,71,Male,Yes,1,1
137,62,Female,Yes,1,1
145,68,Male,No,1,1
125,65,Female,No,0,0
220,65,Female,Yes,1,1
148,63,Female,Yes,2,2
112,59,Female,Yes,1,0
190,68,Male,Yes,3,0
140,61,Female,Yes,2,1
134,60,Female,Yes,1,1
182,70,Male,Yes,2,1
150,65,Female,Yes,4,1
180,68,Male,Yes,2,1
234,66,Female,No,1,2
193,71,Male,No,2,2
202,72,Male,Yes,1,2
130,63,Female,Yes,3,1
310,74,Male,No,0,0
152,70,Male,Yes,1,1
135,66,Female,No,2,1
140,65,Female,Yes,2,1
142,63,Female,Yes,3,1
200,70,Female,Yes,1,3
280,68,Female,Yes,2,1
160,68,Male,No,1,1
190,68,Male,Yes,0,0
190,72,Male,Yes,2,3
245,70,Male,No,1,1
100,62,Female,Yes,1,1
180,71,Male,Yes,2,1
215,64,Male,Yes,1,2
128,69,Female,Yes,1,1
255,73,Male,No,1,1
170,67,Female,Yes,2,1
173,71,Male,Yes,1,0
155,72,Male,Yes,1,1
162,56,Female,Yes,1,1
125,64,Female,Yes,2,1
188,70,Male,Yes,1,1
132,61,Female,No,1,1
178,65,Female,No,1,1
115,65,Female,Yes,2,1
158,66,Female,Yes,3,2
200,67,Female,Yes,4,1
190,66,Female,Yes,2,1
240,62,Female,Yes,0,1
145,73,Male,Yes,2,2
180,66,Female,Yes,1,1
202,63,Female,Yes,2,1
190,65,Female,No,0,0
218,71,Male,Yes,1,0
242,68,Male,Yes,1,0
169,61,Female,Yes,1,1
150,67,Female,Yes,4,3
175,67,Male,Yes,2,3
275,65,Female,Yes,1,2
145,62,Female,Yes,1,1
110,67,Female,Yes,4,1
200,67,Female,Yes,3,3
161,67,Male,Yes,1,1
183,66,Male,Yes,3,1
165,68,Male,Yes,2,1
170,70,Male,No,0,0
215,63,Female,No,2,1
120,65,Female,Yes,3,1
147,60,Female,No,1,1
170,63,Female,Yes,4,1
112,63,Female,Yes,1,2
270,68,Male,No,4,1
115,67,Female,Yes,1,1
130,61,Female,Yes,2,2
198,72,Male,Yes,2,2
125,62,Female,Yes,3,1
185,71,Male,Yes,1,3
205,69,Male,Yes,0,0
212,71,Male,Yes,2,1
150,67,Female,Yes,2,2
112,60,Female,No,2,1
180,72,Male,Yes,1,1
230,71,Male,Yes,2,1
170,64,Female,No,3,1
185,72,Male,Yes,1,2
165,70,Male,Yes,3,3
130,62,Female,No,1,2
210,77,Male,No,0,0
225,74,Male,Yes,3,2
150,58,Female,Yes,1,1
180,66,Male,Yes,4,1
250,74,Male,No,0,1
170,66,Female,Yes,2,1
190,69,Male,No,1,1
210,72,Male,Yes,2,1
180,69,Male,No,1,1
265,72,Male,Yes,2,1
227,69,Male,Yes,5,1
202,64,Female,Yes,0,3
200,66,Female,Yes,1,1
268,73,Male,Yes,4,2
185,64,Female,Yes,1,1
200,72,Male,Yes,1,1
197,64,Female,Yes,2,3
150,65,Female,Yes,3,1
220,71,Male,Yes,2,0
170,69,Female,Yes,2,2
200,73,Male,Yes,1,1
165,69,Female,Yes,1,2
140,64,Female,No,1,0
143,69,Male,Yes,1,1
120,59,Female,Yes,1,1
175,69,Male,Yes,1,1
150,62,Female,No,0,0
140,67,Female,Yes,1,1
128,64,Female,Yes,1,1
167,62,Female,Yes,2,3
147,66,Female,Yes,3,4
180,64,Female,Yes,1,1
170,72,Male,Yes,2,3
140,72,Female,Yes,1,2
270,68,Male,Yes,2,2
165,67,Male,Yes,2,1
115,60,Female,Yes,3,2
158,72,Male,Yes,1,1
128,65,Female,Yes,3,2
180,68,Female,Yes,2,1
190,62,Female,No,1,2
190,70,Male,Yes,0,0
184,70,Male,Yes,1,1
280,74,Male,No,6,1
165,70,Male,Yes,1,0
136,61,Female,No,2,1
250,59,Female,Yes,3,2
190,73,Male,Yes,1,1
206,72,Male,Yes,1,2
175,63,Female,Yes,1,1
145,64,Female,Yes,2,1
170,60,Female,Yes,0,0
174,69,Female,Yes,1,1
240,72,Male,No,2,1
127,67,Female,Yes,1,2
185,69,Male,No,1,1
127,65,Female,Yes,1,1
250,70,Male,Yes,1,0
220,71,Female,Yes,1,1
155,69,Male,Yes,1,1
215,75,Male,Yes,1,1
215,66,Male,No,3,1
230,71,Male,Yes,2,3
180,70,Male,Yes,1,1
190,64,Male,Yes,1,1
170,71,Male,Yes,1,1
275,63,Female,No,3,1
170,70,Male,No,1,1
102,66,Female,Yes,1,2
95,57,Female,Yes,4,1
130,65,Female,Yes,2,2
190,71,Male,Yes,2,1
160,64,Male,No,1,0
118,62,Female,Yes,1,0
210,71,Male,Yes,2,1
165,68,Female,Yes,6,4
180,62,Female,No,2,1
140,65,Female,No,1,0
205,72,Male,Yes,2,3
135,62,Female,Yes,1,1
209,70,Male,No,5,1
160,64,Female,Yes,1,1
175,72,Male,Yes,1,1
90,60,Female,No,1,1
180,62,Female,No,2,0
130,61,Female,Yes,2,1
115,62,Female,Yes,2,1
135,63,Female,Yes,2,1
200,75,Male,Yes,1,1
157,64,Female,Yes,4,1
190,73,Female,Yes,2,1
106,64,Female,No,1,0
150,66,Female,Yes,2,2
120,59,Female,Yes,2,0
178,69,Male,Yes,0,0
205,64,Female,No,2,1
160,70,Male,Yes,2,1
218,72,Male,No,0,0
250,65,Female,No,1,1
175,63,Female,Yes,0,1
170,66,Male,Yes,1,2
143,68,Female,Yes,1,2
170,59,Female,Yes,1,1
178,72,Male,Yes,2,1
175,62,Female,Yes,1,1
153,64,Female,No,0,1
101,67,Female,Yes,1,1
120,61,Female,Yes,1,1
145,65,Female,Yes,1,1
204,68,Female,Yes,1,1
190,72,Male,Yes,3,0
270,67,Female,No,1,2
175,72,Female,No,2,1
107,62,Female,Yes,2,1
125,68,Female,Yes,4,2
215,72,Male,Yes,2,1
123,61,Female,Yes,1,1
150,63,Female,No,3,1
180,63,Female,Yes,0,0
344,78,Male,Yes,0,0
165,67,Male,Yes,1,1
185,70,Male,Yes,1,1
205,68,Male,Yes,1,1
200,64,Female,Yes,2,1
165,71,Male,Yes,1,1
160,71,Male,Yes,2,2
220,65,Male,Yes,2,1
185,70,Male,Yes,1,1
254,69,Male,Yes,3,1
165,66,Female,Yes,1,2
205,65,Female,Yes,1,1
250,72,Male,Yes,1,1
165,64,Female,Yes,0,1
135,64,Female,Yes,2,1
120,59,Female,Yes,4,1
135,64,Female,Yes,3,1
158,64,Male,Yes,2,1
155,65,Female,Yes,3,0
278,70,Male,Yes,7,1
267,71,Male,Yes,4,4
177,64,Female,Yes,2,2
135,68,Female,Yes,3,2
140,65,Female,Yes,1,2
122,63,Female,Yes,0,0
174,64,Female,Yes,1,1
225,69,Male,Yes,0,0
150,68,Male,Yes,1,0
185,65,Female,Yes,2,1
220,71,Male,No,2,0
250,67,Female,No,2,1
160,72,Female,Yes,3,3
216,63,Female,No,0,0
220,70,Male,Yes,2,1
150,69,Female,Yes,1,1
139,63,Female,No,1,3
200,68,Male,Yes,1,0
190,72,Female,Yes,2,2
305,72,Male,No,0,0
130,66,Female,No,1,0
125,66,Male,No,0,0
210,74,Male,Yes,4,1
206,75,Male,Yes,1,1
200,70,Male,Yes,2,1
180,72,Male,Yes,1,1
140,65,Male,Yes,1,1
195,66,Male,Yes,1,1
180,68,Female,Yes,3,1
148,66,Male,Yes,1,2
235,74,Male,Yes,1,1
175,63,Female,Yes,1,1
170,68,Male,No,0,0
157,67,Female,Yes,9,1
168,65,Female,Yes,2,1
245,68,Male,No,0,0
150,69,Male,No,1,0
163,65,Female,No,0,0
295,64,Female,Yes,1,1
153,64,Female,Yes,1,2
150,62,Female,Yes,2,1
135,58,Female,Yes,1,1
113,61,Female,Yes,3,1
175,69,Female,No,1,1
240,71,Male,Yes,2,2
185,64,Female,Yes,2,1
170,63,Female,Yes,2,1
155,66,Female,Yes,1,1
135,73,Male,No,1,0
135,67,Female,Yes,1,1
170,66,Male,No,3,2
225,67,Female,No,2,1
130,63,Female,Yes,3,1
170,67,Female,Yes,2,1
150,67,Male,No,0,0
180,69,Male,No,0,0
180,71,Male,Yes,0,1
185,69,Male,No,0,0
150,67,Female,No,1,0
120,62,Female,Yes,3,1
170,67,Female,No,2,0
200,70,Male,No,0,0
165,66,Female,Yes,2,1
196,67,Female,Yes,1,1
175,72,Male,Yes,1,1
200,66,Male,No,1,0
102,62,Female,Yes,2,1
170,68,Male,Yes,1,1
170,69,Male,Yes,1,0
152,61,Female,Yes,3,1
180,64,Female,No,2,0
160,71,Male,Yes,3,2
160,65,Female,No,4,3
156,71,Male,Yes,2,1
164,69,Male,Yes,4,1
208,70,Female,Yes,6,2
260,72,Female,Yes,1,1
260,67,Male,Yes,0,0
108,61,Female,Yes,2,1
160,66,Male,Yes,1,1
143,64,Female,No,1,1
265,76,Male,No,0,1
117,63,Female,Yes,2,1
268,62,Female,Yes,2,1
191,60,Female,Yes,2,1
142,63,Female,No,0,0
130,66,Female,Yes,2,1
280,64,Female,Yes,1,2
275,73,Male,No,2,1
101,49,Female,Yes,1,1
118,65,Female,Yes,3,2
160,64,Female,Yes,3,2
140,65,Male,Yes,1,1
160,71,Female,No,0,1
150,64,Female,Yes,2,1
138,62,Female,Yes,5,1
180,67,Female,Yes,1,2
236,61,Female,Yes,4,1
150,62,Female,Yes,1,1
134,61,Female,Yes,3,2
170,71,Male,Yes,1,1
168,74,Male,No,0,0
135,74,Male,No,1,0
186,70,Male,Yes,3,1
130,66,Male,Yes,1,1
100,68,Female,Yes,2,1
200,63,Female,Yes,1,1
180,69,Male,No,0,0
225,67,Female,Yes,4,2
190,62,Female,Yes,5,1
204,67,Male,Yes,1,1
165,69,Male,Yes,2,1
190,73,Male,Yes,1,1
200,68,Male,Yes,2,1
140,67,Male,No,1,1
170,66,Female,No,2,2
110,64,Female,No,1,1
143,62,Female,Yes,3,1
165,66,Male,No,2,1
190,76,Male,Yes,3,1
195,68,Male,Yes,1,1
300,66,Female,Yes,2,2
152,63,Female,Yes,1,1
150,71,Male,Yes,2,1
155,61,Female,Yes,1,1
256,70,Female,Yes,2,0
130,67,Female,Yes,3,2
165,73,Male,Yes,0,1
168,68,Male,Yes,3,1
162,69,Male,Yes,1,1
166,70,Male,Yes,1,1
172,71,Male,No,0,0
196,71,Male,No,0,0
185,64,Female,No,1,0
119,66,Female,Yes,1,1
180,72,Male,No,2,0
153,66,Female,Yes,1,1
170,60,Female,Yes,1,1
139,66,Male,Yes,2,1
190,73,Male,No,2,1
164,68,Female,No,4,2
120,64,Female,Yes,4,2
165,63,Female,Yes,1,2
245,74,Male,No,2,1
120,62,Female,Yes,2,1
210,70,Male,No,0,1
133,64,Female,Yes,1,1
200,59,Female,No,3,2
130,65,Female,Yes,2,3
202,69,Male,Yes,2,2
207,70,Male,No,1,1
162,62,Female,Yes,0,0
190,72,Male,Yes,1,2
195,71,Male,Yes,2,1
220,69,Male,Yes,0,0
180,62,Female,No,1,1
219,66,Female,No,1,1
270,68,Male,Yes,3,1
154,66,Female,Yes,3,1
146,71,Male,Yes,2,1
145,63,Male,Yes,1,1
200,70,Male,Yes,1,0
290,72,Male,Yes,2,2
238,70,Male,No,0,0
213,74,Male,Yes,1,2
155,67,Female,Yes,1,1
110,65,Female,Yes,1,1
140,65,Male,Yes,1,1
210,73,Male,Yes,2,1
210,66,Male,Yes,1,1
138,60,Female,No,2,1
205,68,Male,Yes,1,0
192,73,Male,No,1,1
158,61,Female,Yes,2,2
110,63,Female,Yes,2,1
160,65,Female,Yes,2,1
180,66,Female,Yes,1,1
180,72,Male,Yes,0,0
170,59,Female,Yes,3,2
150,67,Male,Yes,1,1
155,64,Female,Yes,4,1
262,74,Male,Yes,0,0
150,66,Male,Yes,0,0
180,65,Female,Yes,1,1
181,70,Male,No,1,1
170,69,Male,Yes,1,1
140,66,Female,No,2,2
150,65,Female,Yes,1,1
175,69,Male,Yes,3,1
130,62,Female,Yes,1,0
210,60,Female,No,1,2
123,62,Female,Yes,1,1
185,66,Female,Yes,2,1
160,71,Male,No,1,0
180,72,Male,Yes,1,1
175,69,Male,Yes,2,1
139,66,Female,Yes,1,3
220,74,Male,No,1,0
136,62,Female,Yes,2,2
152,63,Female,Yes,1,1
235,80,Female,No,2,1
135,66,Female,No,0,0
160,70,Male,Yes,2,1
215,72,Male,Yes,1,1
160,63,Female,Yes,1,1
200,68,Male,No,0,1
150,66,Female,Yes,1,1
270,70,Male,Yes,1,1
210,72,Male,Yes,2,1
160,60,Female,Yes,1,1
110,62,Female,Yes,3,2
180,62,Male,No,0,0
250,72,Male,No,0,0
200,64,Male,No,2,2
183,69,Female,No,1,1
190,71,Male,Yes,1,1
260,65,Female,No,2,1
180,60,Female,Yes,2,2
165,74,Male,Yes,1,1
142,65,Female,Yes,3,1
216,74,Male,Yes,3,2
115,62,Female,Yes,4,1
240,72,Male,Yes,2,1
172,68,Male,Yes,2,1
180,70,Female,Yes,3,1
172,65,Female,Yes,3,1
138,65,Female,Yes,1,1
185,71,Male,Yes,2,1
174,69,Male,Yes,2,1
123,63,Female,Yes,2,1
175,68,Male,No,1,0
137,64,Female,No,1,1
315,71,Male,No,2,0
184,66,Male,No,3,2
142,70,Male,Yes,0,1
238,70,Male,No,1,0
140,72,Male,Yes,2,1
185,72,Male,Yes,2,1
260,75,Male,No,1,0
135,65,Female,Yes,2,3
231,71,Male,No,3,2
280,70,Male,Yes,3,3
125,67,Female,Yes,1,1
180,71,Male,Yes,1,1
120,63,Female,Yes,1,1
140,70,Male,No,1,0
210,74,Male,Yes,3,1
170,63,Female,Yes,2,1
156,64,Female,Yes,1,1
112,63,Female,Yes,2,1
180,63,Female,Yes,1,0
215,70,Male,Yes,1,0
135,62,Female,No,1,2
130,63,Female,Yes,2,1
308,67,Female,Yes,1,0
170,68,Female,Yes,2,2
156,66,Female,Yes,1,1
175,62,Female,Yes,0,0
144,60,Female,Yes,2,1
185,66,Male,Yes,2,1
160,64,Male,No,3,1
170,66,Male,Yes,1,1
150,64,Female,Yes,1,0
205,70,Male,No,3,0
205,66,Female,Yes,1,1
117,61,Female,Yes,4,2
190,72,Male,Yes,3,1
153,62,Female,Yes,1,1
140,67,Male,Yes,2,1
140,63,Female,Yes,2,2
135,66,Female,No,3,1
150,61,Female,Yes,1,1
200,71,Male,Yes,3,1
155,60,Female,Yes,1,0
200,66,Female,Yes,3,1
210,71,Male,No,0,0
174,65,Female,No,2,0
97,56,Female,Yes,1,1
160,65,Male,Yes,0,0
175,68,Male,Yes,1,1
215,74,Male,Yes,0,0
147,64,Female,Yes,3,0
165,69,Female,Yes,1,1
190,61,Female,No,0,0
260,71,Male,No,2,2
175,67,Male,No,1,1
135,68,Female,No,1,2
185,69,Male,No,0,0
165,68,Male,Yes,1,2
195,63,Female,Yes,2,1
155,64,Female,Yes,1,1
224,72,Male,Yes,1,1
120,65,Female,Yes,2,1
124,61,Female,Yes,2,1
160,72,Male,No,0,0
160,62,Female,Yes,1,1
205,73,Male,Yes,2,1
160,68,Male,Yes,2,1
165,71,Male,Yes,3,3
134,61,Female,Yes,1,1
193,65,Male,Yes,3,1
190,74,Male,Yes,2,3
130,66,Female,Yes,2,5
103,60,Female,Yes,2,1
200,72,Male,Yes,2,1
156,62,Female,Yes,1,1
230,75,Male,Yes,1,1
150,62,Female,Yes,1,1
190,71,Male,Yes,1,1
242,67,Male,Yes,1,2
192,75,Male,Yes,4,1
190,64,Female,Yes,1,1
140,65,Male,No,0,0
193,72,Male,Yes,2,2
160,65,Female,Yes,2,1
230,72,Male,Yes,1,1
180,65,Female,Yes,1,1
110,61,Female,Yes,1,1
145,67,Female,Yes,3,1
160,63,Female,No,0,0
210,72,Male,Yes,1,1
130,64,Female,Yes,2,0
160,66,Female,Yes,1,2
300,74,Male,No,1,1
139,64,Female,Yes,3,2
215,71,Male,Yes,1,0
250,66,Female,No,2,2
125,64,Female,Yes,2,2
170,68,Male,Yes,3,2
186,71,Male,Yes,2,1
134,65,Female,Yes,5,1
115,64,Female,Yes,1,1
122,65,Male,Yes,4,3
141,66,Female,No,3,1
315,71,Male,Yes,3,2
220,74,Male,Yes,2,1
220,72,Male,Yes,1,1
155,70,Male,No,3,1
232,66,Female,Yes,3,2
210,72,Male,Yes,0,0
145,64,Female,Yes,1,1
185,72,Male,Yes,1,2
140,67,Female,Yes,3,1
115,60,Female,Yes,2,1
160,69,Male,Yes,1,1
200,65,Male,No,1,0
160,70,Male,Yes,1,0
220,72,Male,Yes,1,1
135,65,Female,No,4,0
213,73,Male,Yes,2,1
220,72,Male,No,2,2
180,69,Male,Yes,1,1
160,70,Male,Yes,2,1
140,62,Female,Yes,3,1
190,59,Female,Yes,3,2
145,62,Female,Yes,2,1
120,64,Female,Yes,1,0
180,68,Male,Yes,1,1
230,64,Female,Yes,2,1
155,72,Male,Yes,3,2
165,67,Female,Yes,3,2
159,68,Male,Yes,0,6
300,69,Female,No,2,1
198,76,Male,Yes,1,1
170,64,Female,Yes,8,2
130,66,Female,No,2,1
210,73,Male,Yes,2,1
173,66,Male,No,1,0
230,72,Male,Yes,1,1
171,68,Male,No,1,1
145,60,Female,Yes,3,0
165,65,Male,Yes,0,0
140,68,Female,Yes,1,2
177,65,Female,Yes,1,0
158,71,Male,Yes,1,1
184,65,Male,No,1,1
200,64,Female,No,2,1
154,70,Male,Yes,0,0
125,59,Female,Yes,1,1
170,70,Male,No,1,1
279,70,Male,No,1,0
181,66,Female,No,1,1
184,63,Female,No,1,1
120,62,Female,Yes,1,0
168,75,Male,Yes,3,2
110,64,Female,Yes,2,1
205,66,Male,Yes,2,1
147,64,Female,Yes,2,1
250,74,Male,No,1,0
260,72,Male,No,1,0
170,65,Female,Yes,2,1
230,73,Male,No,1,1
175,65,Female,Yes,2,1
137,64,Female,Yes,1,1
230,69,Female,Yes,2,1
275,70,Male,No,1,0
150,65,Female,No,1,0
175,67,Female,No,2,0
150,61,Male,No,1,1
130,62,Female,Yes,2,0
145,62,Female,Yes,2,1
112,66,Female,No,2,1
150,62,Female,Yes,5,2
210,68,Male,No,0,1
296,75,Male,Yes,1,2
130,66,Female,Yes,3,1
150,65,Female,Yes,1,1
160,58,Female,Yes,2,1
175,70,Male,No,4,1
180,64,Female,No,3,1
230,74,Male,Yes,1,2
124,62,Female,No,1,1
140,67,Female,Yes,2,1
205,64,Female,Yes,2,4
145,66,Female,Yes,1,0
103,62,Female,Yes,1,0
160,71,Male,Yes,1,0
100,62,Female,No,1,0
132,67,Female,Yes,2,1
118,59,Female,Yes,2,1
160,65,Female,Yes,2,1
150,63,Female,Yes,1,1
200,71,Male,No,0,0
118,67,Female,Yes,2,1
191,72,Male,Yes,2,1
115,67,Female,Yes,1,2
190,72,Male,Yes,7,1
168,64,Male,No,0,0
140,66,Female,Yes,1,0
170,72,Male,Yes,2,0
195,72,Male,Yes,1,0
189,57,Female,Yes,3,0
190,62,Female,Yes,2,2
218,72,Male,Yes,1,0
195,72,Male,Yes,3,1
192,69,Female,Yes,2,2
325,71,Female,Yes,2,1
220,65,Female,Yes,1,0
218,75,Male,Yes,2,2
130,63,Female,Yes,1,1
130,66,Male,Yes,1,0
135,67,Female,Yes,2,1
204,69,Male,Yes,0,0
280,75,Male,No,1,0
162,69,Male,No,1,0
225,75,Male,Yes,4,0
165,65,Female,No,2,1
155,70,Male,Yes,3,2
155,66,Male,No,1,1
155,65,Female,Yes,2,1
140,60,Female,No,1,1
340,74,Male,Yes,1,1
140,65,Female,Yes,0,0
315,71,Male,No,1,1
250,73,Male,Yes,1,0
150,70,Male,Yes,2,1
185,68,Male,Yes,3,1
145,66,Female,Yes,2,2
190,71,Male,Yes,1,1
170,69,Female,Yes,3,1
225,70,Male,Yes,1,2
210,74,Male,Yes,1,1
278,72,Male,No,1,0
250,76,Male,Yes,1,1
140,66,Female,Yes,1,1
148,71,Male,Yes,0,1
170,60,Female,Yes,2,2
181,65,Female,No,1,1
120,63,Female,Yes,2,2
165,73,Male,Yes,1,1
155,64,Female,Yes,3,3
153,66,Female,Yes,0,1
117,62,Male,Yes,1,1
190,70,Male,Yes,2,2
145,62,Female,Yes,2,1
175,70,Male,Yes,3,1
138,67,Male,No,1,0
130,62,Female,No,2,2
208,71,Male,Yes,1,1
260,69,Male,Yes,1,1
225,72,Male,Yes,3,2
223,71,Male,Yes,1,3
144,72,Male,Yes,1,1
135,62,Female,No,1,1
167,61,Female,No,1,0
340,75,Male,No,1,0
170,66,Male,Yes,1,1
139,69,Male,Yes,1,0
142,61,Female,Yes,1,1
114,64,Female,No,0,0
190,72,Male,Yes,1,1
140,60,Female,Yes,2,2
235,72,Male,Yes,4,4
176,69,Male,Yes,1,1
240,69,Male,Yes,1,1
155,67,Female,No,2,1
230,74,Male,Yes,1,1
160,68,Male,Yes,3,0
119,63,Female,No,1,1
175,74,Male,Yes,2,0
178,68,Male,Yes,2,2
186,63,Female,Yes,2,3
225,65,Female,No,2,1
165,70,Male,Yes,1,2
195,70,Male,Yes,2,2
139,67,Female,Yes,1,1
142,65,Female,Yes,1,1
135,65,Female,Yes,2,1
185,65,Female,Yes,1,2
140,65,Female,No,1,1
165,66,Male,Yes,2,2
188,61,Female,No,0,0
175,67,Female,Yes,1,1
130,70,Female,No,5,4
140,66,Male,No,0,0
178,72,Male,Yes,2,1
185,71,Male,Yes,1,2
190,69,Male,Yes,1,1
140,65,Male,Yes,1,1
255,73,Male,Yes,1,1
125,66,Female,Yes,3,1
175,70,Male,Yes,1,0
175,71,Male,Yes,1,1
125,64,Female,Yes,1,0
120,64,Female,Yes,1,1
185,66,Female,Yes,1,1
140,66,Male,Yes,2,1
210,70,Male,Yes,2,2
200,75,Male,Yes,2,1
145,67,Male,Yes,0,1
200,66,Female,Yes,1,1
150,64,Female,Yes,3,1
165,68,Male,Yes,4,2
112,61,Female,Yes,1,1
180,68,Male,Yes,0,0
170,65,Female,Yes,2,1
117,63,Female,Yes,4,3
117,62,Female,No,3,0
210,74,Male,Yes,1,1
150,60,Female,Yes,2,1
150,60,Female,No,0,0
140,72,Male,Yes,4,1
160,70,Male,Yes,3,2
167,70,Male,Yes,2,1
235,72,Male,Yes,1,1
188,70,Male,Yes,2,1
180,62,Female,Yes,1,1
163,63,Female,Yes,1,1
170,69,Male,No,1,1
160,69,Female,Yes,1,1
110,63,Female,Yes,3,2
110,65,Female,Yes,2,4
160,68,Female,Yes,3,3
246,71,Male,Yes,1,1
185,71,Male,No,1,1
210,69,Male,Yes,1,1
148,64,Female,Yes,3,1
172,67,Male,No,0,1
218,65,Male,Yes,2,2
155,66,Male,Yes,1,1
126,67,Female,Yes,1,0
162,71,Male,No,3,1
160,71,Male,No,1,1
163,67,Male,Yes,1,0
180,69,Female,No,3,2
188,67,Male,No,3,1
134,73,Male,Yes,1,1
168,67,Female,No,2,2
150,66,Female,Yes,2,1
195,72,Male,Yes,2,0
215,71,Male,Yes,1,1
125,63,Female,Yes,2,1
150,63,Female,No,2,1
130,63,Female,Yes,2,1
106,61,Female,Yes,3,1
180,69,Male,Yes,2,1
165,73,Male,No,0,0
111,62,Female,Yes,0,0
160,65,Female,Yes,1,0
175,66,Female,No,1,1
200,66,Male,Yes,1,1
168,65,Female,Yes,1,1
230,72,Male,Yes,1,3
174,65,Female,Yes,1,1
282,74,Male,Yes,2,1
240,72,Male,Yes,1,0
288,68,Female,Yes,1,2
160,61,Female,Yes,1,1
180,71,Male,Yes,2,1
147,64,Female,Yes,2,3
127,65,Female,Yes,2,1
230,73,Male,No,2,1
260,77,Male,Yes,0,0
170,67,Male,Yes,0,1
147,60,Female,No,2,0
210,72,Male,Yes,1,1
120,63,Female,No,1,1
170,71,Male,Yes,1,1
185,68,Male,No,1,1
206,68,Male,Yes,2,0
145,61,Female,Yes,3,4
140,63,Female,No,2,2
200,70,Male,No,2,1
200,71,Male,Yes,1,3
180,69,Male,No,1,0
130,62,Female,Yes,2,2
150,65,Female,Yes,3,1
263,69,Female,Yes,4,1
202,73,Male,Yes,1,1
120,65,Male,Yes,1,0
175,72,Male,Yes,1,1
160,69,Female,Yes,1,2
130,61,Female,Yes,3,2
224,71,Female,Yes,2,1
182,69,Male,Yes,2,0
140,62,Female,Yes,2,0
115,60,Female,No,1,1
170,65,Male,Yes,0,0
150,60,Female,Yes,1,1
172,68,Male,No,1,2
210,69,Male,No,0,0
200,68,Female,Yes,1,1
138,65,Female,Yes,2,1
165,70,Male,Yes,2,1
174,67,Male,Yes,1,2
200,75,Male,Yes,1,1
170,73,Male,Yes,3,1
155,68,Male,Yes,1,0
179,73,Male,Yes,3,1
140,67,Female,Yes,3,2
180,65,Female,Yes,2,1
160,65,Female,Yes,2,1
170,74,Male,Yes,2,2
150,71,Female,Yes,1,1
240,75,Male,No,2,1
165,65,Female,Yes,1,1
195,66,Female,No,1,0
120,62,Female,No,3,2
135,63,Female,Yes,1,0
120,59,Female,Yes,1,1
200,65,Female,No,2,2
160,76,Male,Yes,2,0
210,77,Male,No,1,0
185,67,Male,Yes,1,1
240,64,Female,Yes,3,1
202,71,Male,Yes,0,1
145,63,Female,Yes,3,1
155,67,Male,Yes,1,2
140,66,Female,Yes,2,1
185,65,Male,Yes,2,1
165,69,Male,Yes,1,0
145,63,Female,Yes,1,0
180,66,Female,Yes,1,1
147,65,Female,Yes,2,0
190,63,Female,No,1,1
145,67,Male,No,0,1
130,67,Male,No,1,0
250,70,Male,No,1,0
200,66,Female,Yes,2,2
162,60,Female,Yes,1,1
180,69,Male,Yes,3,0
190,67,Male,Yes,1,0
125,65,Female,Yes,0,0
200,67,Female,No,2,1
150,64,Female,Yes,4,1
165,70,Female,Yes,3,1
225,67,Male,Yes,2,1
150,64,Female,Yes,3,2
240,67,Male,No,1,1
200,76,Male,Yes,3,0
132,66,Female,Yes,3,1
190,66,Female,Yes,1,1
160,72,Male,Yes,3,1
153,69,Male,No,0,0
200,74,Male,Yes,2,2
170,66,Female,No,0,1
146,64,Female,Yes,1,3
160,64,Female,No,3,1
170,70,Male,Yes,1,1
170,63,Female,Yes,3,2
235,70,Male,Yes,0,0
188,64,Female,Yes,1,1
150,65,Female,Yes,2,1
95,59,Female,No,0,0
130,61,Female,Yes,2,1
173,74,Male,Yes,1,1
120,62,Female,Yes,2,1
171,70,Male,Yes,2,2
242,71,Male,No,1,1
140,62,Female,Yes,2,2
120,63,Female,Yes,3,1
140,66,Female,Yes,2,1
200,78,Male,Yes,2,1
